set,int,length
2,25,391.5
2,26,353.7
2,27,240.3
2,28,572.4
2,29,29.7
2,30,143.1
2,31,550.8
2,32,637.2
2,33,89.1
2,34,135
3,34,81
2,35,29.7
2,36,170.1
2,37,691.2
2,38,43.2
4,38,183.6
2,39,669.6
2,40,97.2
4,40,45.9
2,41,226.8
2,42,345.6
2,43,494.1
2,44,315.9
2,45,675
2,46,315.9
2,47,993.6
2,48,699.3
2,49,145.8
2,50,745.2
2,51,375.3
2,51,51.3
2,52,172.8
2,53,361.8
2,54,62.1
2,55,145.8
3,55,305.1
2,56,361.8
2,57,234.9
2,58,43.2
2,59,982.8
2,60,553.5
2,61,453.6
2,62,1331.1
2,63,810
2,64,796.5
2,65,29.7
2,66,567
3,66,340.2
4,66,124.2
3,66,221.4
2,67,216
2,68,81
2,69,156.6
2,70,16.2
4,70,194.4
2,71,432
2,72,13.5
2,73,499.5
2,74,896.4
3,74,116.1
4,74,54
2,75,48.6
2,75,831.6
2,76,62.1
2,77,16.2
2,78,140.4
3,78,318.6
2,79,361.8
2,80,199.8
2,81,35.1
3,81,286.2
2,82,121.5
2,83,137.7
3,83,156.6
2,84,302.4
2,85,145.8
2,86,97.2
2,87,456.3
2,88,29.7
2,89,893.7
2,90,251.1
2,91,302.4
2,92,45.9
2,93,529.2
3,93,191.7
2,93,421.2
2,94,294.3
3,94,302.4
2,95,413.1
2,96,221.4
2,97,156.6
2,98,299.7
2,99,135
2,100,556.2
2,101,202.5
2,102,226.8
2,103,831.6
2,104,307.8
2,105,156.6
2,106,326.7
2,107,270
2,108,164.7
2,109,191.7
2,110,766.8
2,111,232.2
2,112,504.9
2,113,394.2
2,114,121.5
2,115,40.5
2,116,297
2,117,167.4
2,118,229.5
2,119,113.4
2,120,799.2
2,121,29.7
3,121,291.6
2,122,224.1
2,123,59.4
2,124,67.5
2,125,29.7
2,126,153.9
2,127,332.1
2,128,94.5
2,129,205.2
2,130,307.8
2,131,812.7
2,132,278.1
2,133,256.5
2,134,612.9
3,134,772.2
2,135,135
4,135,434.7
2,136,97.2
2,137,43.2
2,138,267.3
2,139,253.8
2,140,83.7
2,141,278.1
2,142,283.5
2,143,137.7
2,144,302.4
2,145,197.1
2,146,91.8
2,147,720.9
2,148,291.6
2,149,70.2
2,150,194.4
3,150,259.2
4,150,167.4
2,151,32.4
3,151,54
2,152,383.4
2,153,43.2
2,154,1125.9
2,155,54
3,155,575.1
2,156,67.5
2,157,97.2
2,158,207.9
2,158,86.4
2,159,432
2,160,216
2,161,62.1
2,162,766.8
2,162,351
2,163,37.8
3,163,394.2
2,164,129.6
2,165,189
3,165,72.9
2,166,108
2,167,326.7
2,168,245.7
2,169,423.9
2,170,48.6
2,171,642.6
2,172,51.3
2,173,91.8
3,173,275.4
2,174,45.9
2,175,72.9
2,176,48.6
2,177,183.6
3,177,175.5
4,177,8.1
2,178,237.6
2,178,221.4
2,179,550.8
2,180,753.3
2,181,672.3
2,182,648
2,182,372.6
2,183,513
2,184,302.4
3,184,729
4,184,270
2,185,81
4,185,297
2,186,105.3
2,187,240.3
2,188,729
2,189,666.9
2,190,183.6
2,191,116.1
2,192,280.8
2,193,367.2
2,194,256.5
2,194,494.1
2,195,645.3
2,196,89.1
2,197,310.5
4,197,108
2,198,342.9
2,199,143.1
2,200,207.9
2,200,621
2,201,97.2
2,202,577.8
2,203,261.9
2,204,299.7
2,205,189
2,205,156.6
2,206,48.6
2,207,283.5
2,208,99.9
2,209,94.5
2,210,639.9
2,211,64.8
2,212,661.5
2,213,72.9
4,213,27
2,214,186.3
4,214,32.4
2,215,251.1
2,215,315.9
2,216,669.6
2,216,583.2
2,217,35.1
2,218,83.7
2,219,396.9
2,220,81
2,221,253.8
2,222,78.3
2,223,329.4
3,223,13.5
2,224,334.8
2,225,669.6
2,226,110.7
2,227,140.4
2,228,37.8
2,229,810
2,230,129.6
2,231,210.6
2,232,442.8
2,233,261.9
2,234,429.3
4,234,70.2
2,235,164.7
2,236,162
2,237,94.5
2,238,118.8
2,238,2.7
2,239,567
2,240,97.2
2,241,145.8
2,242,496.8
2,243,172.8
4,243,64.8
2,243,351
2,243,210.6
4,243,151.2
3,243,645.3
2,244,151.2
2,245,561.6
2,246,218.7
2,247,43.2
2,248,264.6
2,249,97.2
2,250,18.9
2,251,774.9
2,252,704.7
2,253,97.2
2,254,372.6
2,254,353.7
2,255,24.3
2,255,391.5
3,255,189
2,256,388.8
4,256,135
2,257,86.4
2,258,288.9
2,259,153.9
2,260,170.1
2,261,135
2,262,345.6
2,263,283.5
2,264,321.3
2,265,234.9
2,266,16.2
4,266,70.2
3,266,488.7
2,267,388.8
2,268,499.5
4,268,54
2,269,224.1
2,270,35.1
2,271,21.6
2,272,448.2
2,273,162
2,273,386.1
2,274,205.2
2,275,37.8
2,276,480.6
2,277,126.9
3,277,288.9
4,277,99.9
3,277,275.4
2,278,564.3
2,279,43.2
2,280,383.4
4,280,48.6
4,280,467.1
2,281,56.7
2,282,261.9
2,282,210.6
2,283,348.3
2,284,59.4
2,285,391.5
2,286,607.5
2,287,156.6
2,288,448.2
2,289,94.5
2,290,78.3
2,291,32.4
2,292,418.5
2,293,72.9
2,294,159.3
2,295,67.5
2,296,113.4
2,297,545.4
2,298,143.1
2,299,334.8
2,300,13.5
2,301,27
2,302,162
2,303,504.9
3,303,402.3
2,304,248.4
2,305,486
2,306,102.6
4,306,145.8
2,307,64.8
2,308,86.4
2,309,410.4
2,310,348.3
2,311,102.6
2,312,45.9
3,312,626.4
2,313,278.1
2,314,110.7
2,315,108
2,316,232.2
2,316,356.4
3,316,356.4
2,317,27
3,317,432
2,318,83.7
2,319,275.4
2,320,272.7
2,321,37.8
2,322,753.3
2,323,51.3
4,323,267.3
4,323,116.1
2,324,124.2
2,325,248.4
3,325,534.6
2,326,386.1
2,327,81
2,328,504.9
2,329,469.8
2,330,399.6
2,331,175.5
2,332,121.5
2,333,94.5
2,334,488.7
2,335,302.4
2,335,237.6
2,336,272.7
2,337,380.7
4,337,16.2
4,337,89.1
2,338,194.4
2,339,394.2
2,340,421.2
2,341,267.3
2,342,545.4
2,343,18.9
2,344,361.8
2,345,32.4
2,346,261.9
2,347,226.8
2,347,5.4
2,348,521.1
4,348,542.7
2,349,124.2
2,349,750.6
2,350,348.3
2,351,307.8
2,352,391.5
2,353,86.4
2,354,353.7
2,355,318.6
2,356,94.5
2,357,59.4
2,358,186.3
2,359,326.7
2,360,477.9
3,360,383.4
2,361,54
2,362,448.2
2,363,388.8
2,364,324
2,365,480.6
2,366,135
2,367,189
4,367,299.7
2,368,391.5
2,369,329.4
3,369,48.6
2,370,51.3
2,371,337.5
3,371,83.7
2,372,297
2,373,286.2
2,374,81
2,375,159.3
2,376,351
2,377,99.9
3,377,375.3
2,378,207.9
2,379,110.7
2,380,221.4
2,381,256.5
3,381,326.7
4,381,62.1
4,381,243
2,382,43.2
2,383,342.9
2,384,178.2
2,385,307.8
2,386,118.8
2,387,278.1
2,388,153.9
2,389,89.1
2,390,180.9
2,391,94.5
2,392,83.7
2,393,243
2,394,48.6
2,395,43.2
2,396,132.3
2,397,229.5
2,398,178.2
2,398,180.9
2,399,153.9
2,400,248.4
2,401,97.2
4,401,232.2
2,402,67.5
2,403,234.9
3,403,321.3
2,404,162
2,405,291.6
2,406,78.3
2,407,140.4
2,408,283.5
2,409,232.2
2,410,245.7
2,411,105.3
2,412,40.5
3,412,324
2,413,345.6
2,414,224.1
2,415,48.6
2,416,183.6
2,417,137.7
2,418,162
2,419,83.7
2,420,221.4
2,421,197.1
4,421,267.3
2,422,27
2,423,118.8
2,424,253.8
2,425,229.5
2,426,229.5
2,427,224.1
2,428,199.8
2,429,145.8
2,430,43.2
2,431,324
2,432,194.4
2,433,102.6
2,434,197.1
2,435,48.6
2,436,86.4
2,437,194.4
2,438,189
4,438,602.1
2,439,175.5
2,440,110.7
2,441,253.8
2,442,151.2
2,443,35.1
2,444,137.7
2,445,118.8
2,446,326.7
2,447,118.8
3,447,56.7
2,448,213.3
2,449,183.6
2,450,189
2,451,72.9
2,452,178.2
2,453,224.1
3,453,402.3
2,454,321.3
2,455,210.6
2,456,199.8
2,457,275.4
2,458,224.1
4,458,240.3
4,458,469.8
2,459,162
2,460,245.7
2,461,105.3
3,461,1552.5
2,462,13.5
2,463,167.4
2,464,186.3
2,465,121.5
2,466,207.9
2,467,210.6
2,468,145.8
2,469,164.7
3,469,237.6
2,470,137.7
2,471,189
3,471,64.8
2,472,148.5
2,473,91.8
2,474,97.2
2,475,124.2
2,476,118.8
2,477,45.9
2,478,170.1
2,479,124.2
2,479,126.9
2,480,37.8
3,480,251.1
2,481,164.7
2,482,132.3
2,483,99.9
2,484,178.2
2,485,129.6
2,486,137.7
4,486,526.5
2,487,54
2,488,129.6
2,489,116.1
2,490,207.9
2,491,54
2,492,37.8
2,493,43.2
2,494,99.9
2,495,40.5
3,495,283.5
4,495,167.4
2,496,129.6
2,497,97.2
2,497,13.5
2,498,110.7
2,499,151.2
2,500,116.1
2,501,162
2,502,94.5
2,503,99.9
2,504,75.6
2,505,110.7
2,506,70.2
2,507,59.4
2,508,121.5
2,509,94.5
2,510,81
2,511,81
2,512,59.4
2,513,86.4
2,514,89.1
2,515,16.2
2,516,75.6
2,517,62.1
2,518,51.3
2,519,64.8
2,520,240.3
2,521,56.7
2,522,56.7
2,523,56.7
2,524,70.2
2,525,56.7
2,526,59.4
2,527,48.6
4,527,224.1
3,527,43.2
2,528,54
2,529,35.1
2,530,51.3
2,531,45.9
2,532,59.4
2,533,43.2
2,534,21.6
2,535,24.3
2,536,27
2,537,45.9
2,538,27
2,539,27
2,540,27
2,541,32.4
2,542,21.6
2,543,24.3
2,544,18.9
2,545,21.6
2,546,24.3
2,547,21.6
2,548,16.2
4,548,178.2
2,549,21.6
2,550,21.6
2,551,16.2
2,552,5.4
2,553,13.5
2,554,5.4
2,555,8.1
2,556,21.6
2,557,2.7
4,557,64.8
3,0,329.4
3,0,702
3,0,67.5
3,0,899.1
3,0,32.4
3,0,29.7
3,0,24.3
3,0,626.4
3,0,143.1
3,0,693.9
